file_path,machine_id,label,label_name,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,spectral_flatness,zero_crossing_rate,dominant_frequency_hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
D:\pump\id_04\normal\00000300.wav,id_04,0,normal,0.246461,2421.81,2145.1,5026.56,0.083057,0.213629,427.8,42.342953,57.868622,4.699172,26.747448,7.972073,-0.693153,-11.596543,0.664147,-5.259341,-3.593228,13.363053,0.717346,-8.107891,3.519903,3.130788,2.9149,2.866287,2.667003,2.963431,2.424661,2.644681,2.759906,2.678534,2.707933,2.597622,2.851184
D:\pump\id_00\normal\00000667.wav,id_00,0,normal,0.14015,1569.53,1798.91,3410.97,0.036571,0.095458,166.4,-34.650776,106.861649,-0.163967,11.372878,-1.327167,8.026765,7.199192,9.426229,1.148171,-1.65636,-6.088166,0.753329,1.742151,13.303732,10.538448,8.884515,8.054231,8.379908,8.021355,6.211678,6.767401,5.903476,5.845461,6.258616,5.571453,5.420214
D:\pump\id_06\normal\00000201.wav,id_06,0,normal,0.250468,1305.22,1667.4,2684.9,0.011162,0.072835,187.4,-25.348476,119.637558,13.038157,4.635925,-11.718532,-2.081466,-4.261202,2.979078,-14.388554,-8.139325,-4.054094,-7.169459,1.529942,6.75755,4.823954,4.621357,4.395957,4.891827,4.232107,4.134425,3.970632,3.634107,4.128905,3.74575,3.627979,3.029877
D:\pump\id_00\normal\00000745.wav,id_00,0,normal,0.130031,1657.92,1819.62,3569.64,0.047166,0.110528,165.7,-29.724741,101.779427,-5.25945,9.632283,-1.018589,10.496925,7.079239,6.187535,-1.039653,-1.437283,-3.447979,0.116702,-1.473644,11.012036,8.100015,6.493465,6.938756,6.787642,6.451775,5.28252,5.042222,5.34822,5.175723,5.122126,4.707894,4.206959
D:\pump\id_06\normal\00000689.wav,id_06,0,normal,0.295603,1029.74,1498.23,1717.48,0.003547,0.039492,188.9,-53.5546,139.789017,15.980088,-1.443743,0.116916,4.1591,1.384036,4.42352,-6.191823,-10.779754,-3.810334,3.135971,2.678603,3.671681,3.388507,2.880136,2.964341,2.809334,2.768666,2.923038,3.024638,2.709496,2.938159,2.814152,2.915446,3.017232
D:\pump\id_06\normal\00000755.wav,id_06,0,normal,0.298375,1340.1,1783.08,3075.35,0.009396,0.038573,188.1,-25.598904,108.705345,11.665661,20.740179,6.138412,9.77594,4.76419,5.309483,-2.362309,-2.761119,-6.253337,-3.336171,-3.044423,6.688284,5.070738,3.903337,2.937649,2.916091,2.738653,2.542662,3.01704,2.831669,2.727407,3.027885,2.933758,2.644155
D:\pump\id_02\normal\00000956.wav,id_02,0,normal,0.145336,1748.58,1823.35,3607.85,0.04035,0.145575,1494.2,-22.847042,98.000313,-13.326138,1.810512,2.203697,16.626467,9.120806,-2.432214,1.505572,5.265136,3.073614,-0.794681,-0.956116,8.923526,6.8124,6.732834,6.239146,5.877787,5.004303,6.097672,4.591636,4.449569,4.387424,4.450573,4.287561,4.25832
D:\pump\id_04\normal\00000198.wav,id_04,0,normal,0.229123,2599.95,2180.93,5348.69,0.093929,0.218009,572.6,35.264641,48.556744,2.418985,20.7043,-3.93124,-7.284088,0.117973,8.952439,-2.427315,-6.858793,10.004889,5.73457,-2.309678,3.636535,3.013633,3.088525,2.893657,3.201612,2.640632,2.505443,2.969207,2.845624,3.04811,3.438006,3.046363,3.42193
D:\pump\id_06\abnormal\00000043.wav,id_06,1,abnormal,0.1173,1697.89,1843.91,3596.12,0.042622,0.106161,424.6,-50.570518,101.02858,-6.314589,3.914253,-2.790988,0.805268,-6.965499,-12.709406,-9.694932,-3.257895,-3.375663,-3.034675,-1.18999,17.12002,7.138141,5.856544,6.25751,5.229827,5.623964,4.985929,4.897474,5.156971,4.015105,4.036845,5.475756,4.573795
D:\pump\id_00\normal\00000309.wav,id_00,0,normal,0.095213,1980.89,1955.65,4266.15,0.074912,0.139414,165.5,-49.14513,84.103363,-4.915971,8.396068,-6.376636,8.32138,2.178628,3.379782,-2.853146,-4.528426,-2.213438,2.839605,2.733577,13.416401,8.553174,9.185697,7.508924,6.597718,6.817993,5.593132,5.483117,5.988276,5.60201,4.659757,5.034476,4.967502
D:\pump\id_04\normal\00000557.wav,id_04,0,normal,0.166767,2793.22,2077.46,5290.06,0.134005,0.251134,431.8,13.359838,34.617195,-15.193052,19.251823,3.248053,1.445733,-13.034306,-2.835162,-5.262664,3.696959,15.340595,4.502334,-7.868536,13.449025,5.979036,7.311059,6.671834,3.71489,3.298176,3.417434,2.888658,2.859618,2.929349,2.870302,2.777051,3.024499
D:\pump\id_06\normal\00000745.wav,id_06,0,normal,0.300229,1033.37,1503.4,2029.65,0.004117,0.032681,188.2,-47.866806,132.525055,9.160264,15.392544,3.972566,16.301443,8.071441,3.55531,-5.043581,-2.836257,-0.849862,0.340976,-4.113575,5.564475,4.53354,3.064645,2.818392,2.543222,2.876348,2.486112,2.917939,2.781651,2.782341,2.598626,2.847819,2.762856
D:\pump\id_00\normal\00000515.wav,id_00,0,normal,0.134492,1504.12,1735.52,3211.84,0.031371,0.095803,165.9,-42.527088,111.308121,-2.392517,11.669488,-3.354097,9.37534,7.164897,5.012523,-0.286285,-3.018628,-2.770891,-0.504455,0.864688,16.341404,10.608144,8.036194,8.277159,7.300699,7.915591,6.839762,6.309223,5.972378,5.854915,5.452946,5.331273,5.530768
D:\pump\id_00\normal\00000444.wav,id_00,0,normal,0.133435,1522.97,1752.08,3312.57,0.030887,0.090419,166.2,-45.649765,108.313797,-0.796261,15.255898,-3.050474,10.275585,7.394849,7.492782,-1.659892,-5.788139,-5.127921,-2.688839,-0.338895,15.162444,10.537839,10.075033,8.773093,7.534397,6.658912,6.451568,6.635541,6.059799,6.328321,6.628598,5.756911,5.581439
D:\pump\id_06\normal\00000985.wav,id_06,0,normal,0.26949,1439.21,1774.79,3213.13,0.020688,0.070052,188.6,5.048873,109.177277,6.079764,18.795267,3.416242,8.179578,1.942159,1.133086,-5.38964,-3.576895,-3.116938,1.030311,-2.090201,7.638578,6.02288,5.062044,4.655555,4.32475,4.46767,3.970687,3.87086,4.180945,4.002367,3.604092,3.547472,3.289217
D:\pump\id_06\normal\00000069.wav,id_06,0,normal,0.243445,1026.89,1393.83,1603.63,0.004735,0.065692,188.0,-55.618423,145.771423,11.810143,-4.191863,-8.087237,-2.471428,-4.697324,-5.088605,-12.357848,-9.04073,-2.2043,3.404128,5.099225,9.990826,6.860045,6.248427,6.601428,5.245445,5.475014,5.164138,4.014099,4.652478,5.044568,4.392803,4.120495,3.722048
D:\pump\id_00\normal\00000722.wav,id_00,0,normal,0.122094,1676.51,1802.96,3531.77,0.044113,0.113456,165.8,-39.529984,103.299416,-6.785291,0.7724,-7.936278,3.263739,4.195817,7.07993,-0.571326,-3.665908,-5.355524,1.864294,1.824298,13.477251,9.897038,9.48845,6.917039,8.109032,7.092258,6.211431,7.210182,5.282329,5.621008,4.922248,5.167071,4.896847
D:\pump\id_00\abnormal\00000118.wav,id_00,1,abnormal,0.21082,1745.56,1934.2,3923.07,0.044331,0.105511,199.9,8.739058,98.761734,4.508145,6.426218,0.485957,2.400405,-3.17414,-0.829288,-3.466987,2.758104,-0.663517,-1.321488,-2.278204,11.935792,8.832915,9.858085,8.934227,7.722046,6.336478,6.41602,7.020215,6.229448,5.55043,5.501708,5.32535,4.577761
D:\pump\id_00\normal\00000361.wav,id_00,0,normal,0.151297,1836.62,1912.36,4024.11,0.068752,0.124353,165.7,-3.58758,91.246902,-2.543991,15.756042,-0.117932,10.303414,1.775354,3.596808,-2.09356,-1.200311,-2.56896,0.95085,0.130363,12.771688,9.335042,8.4867,7.005929,6.645,6.391935,5.959631,5.252753,5.314596,5.193627,4.729123,4.354925,4.730658
D:\pump\id_00\abnormal\00000060.wav,id_00,1,abnormal,0.101417,1796.69,1791.22,3671.3,0.067659,0.13236,167.9,-69.694374,94.018219,-13.963352,7.344329,-10.41694,-1.087917,-3.854411,-5.669534,-9.01598,-4.512587,-5.499654,-1.777062,-0.418144,24.520794,15.511822,6.376456,7.299946,8.576956,7.222722,5.73921,5.195395,5.080715,5.455961,4.777946,4.499675,4.886983
D:\pump\id_06\normal\00000831.wav,id_06,0,normal,0.282069,994.58,1477.14,1605.98,0.003556,0.044468,188.0,-58.305126,141.902618,21.298395,1.139104,-2.152579,7.550342,-1.464767,-6.14407,-3.77279,-5.990755,-5.309165,-4.303754,-5.374786,7.337801,4.997947,5.693437,4.469529,4.292372,4.620575,4.146921,4.175154,3.638001,3.732116,2.962274,3.566598,3.075273
D:\pump\id_06\normal\00000103.wav,id_06,0,normal,0.230914,1640.66,1740.92,3538.64,0.024395,0.096391,188.2,-4.516916,95.714073,-8.756971,17.210693,-13.039373,2.990048,-7.99463,-9.029876,-15.04712,-8.151291,-6.689409,0.885978,2.693119,12.110529,8.301008,8.155584,3.372258,3.445377,4.280337,3.077134,3.418367,3.244859,3.806538,3.197353,3.539573,3.508954
D:\pump\id_00\normal\00000229.wav,id_00,0,normal,0.167825,1859.56,1922.27,4056.36,0.069835,0.125833,165.3,6.869124,89.520203,-1.048875,17.334475,-2.274837,11.239322,2.491337,2.861457,-1.870912,-1.564164,-1.72372,-0.513358,-1.141422,13.621641,8.585254,7.491974,6.01336,5.765098,5.707856,6.010368,5.647302,5.614424,5.628194,5.45313,4.069985,4.514974
D:\pump\id_00\normal\00000011.wav,id_00,0,normal,0.086958,2137.5,1909.08,4288.54,0.117305,0.173805,167.3,-38.971325,74.459763,-20.603674,7.540538,-4.538164,3.141278,-2.375717,-0.570085,-2.87661,-1.823409,-2.328024,1.369511,2.200499,12.22248,8.121148,8.010931,6.993839,6.355945,6.332689,5.742974,5.243805,5.505868,4.586032,5.39719,4.283873,4.488692
D:\pump\id_00\normal\00000176.wav,id_00,0,normal,0.12624,1960.18,1886.92,4043.06,0.089067,0.148221,165.0,-10.341139,84.906395,-13.485089,13.245188,-0.717688,9.752643,2.740479,1.45815,-0.471027,-0.821239,-3.380273,2.227411,1.907368,13.347267,9.895149,8.452352,7.509573,6.16058,7.119788,6.734718,5.49374,5.5932,4.67883,5.343742,5.047122,5.30674
D:\pump\id_00\normal\00000737.wav,id_00,0,normal,0.171087,1491.55,1722.49,3179.96,0.032332,0.093995,165.9,-15.13192,113.305038,-2.699457,9.5413,-4.749771,7.320462,5.554018,6.600056,-0.534552,-2.184247,-6.905642,-1.732312,0.12126,13.092862,9.034311,8.18719,7.643187,7.760467,5.986754,6.490993,5.433651,5.496263,5.298703,5.232456,5.033423,5.252284
D:\pump\id_06\normal\00000377.wav,id_06,0,normal,0.27729,960.36,1310.97,1851.61,0.004647,0.047312,187.7,-35.344769,146.566605,1.000556,27.001135,-3.603474,9.438723,-6.070015,-0.775334,-6.416792,-1.799174,-5.662283,-2.488389,-1.597442,4.417346,4.468998,3.324582,3.754198,3.085483,3.301639,3.126737,3.014003,2.958412,3.132195,3.076161,2.871424,3.089031
D:\pump\id_02\normal\00000316.wav,id_02,0,normal,0.180029,2286.43,2072.95,4799.0,0.131075,0.186781,100.0,34.461498,68.425774,-10.657561,2.620045,0.089574,15.781038,4.630355,1.1121,0.18397,2.759813,1.714298,-1.753937,1.343549,10.879435,5.459038,4.796426,5.304377,5.314042,5.089375,4.56243,3.498934,4.044079,3.568269,3.435565,3.223803,3.456607
D:\pump\id_04\normal\00000483.wav,id_04,0,normal,0.237176,2566.37,2168.94,5272.09,0.117251,0.227328,71.8,50.172642,50.873981,3.591565,30.044806,6.586864,-4.10804,-10.107677,1.464608,0.325038,-4.105452,10.384066,6.399528,-11.238618,3.619236,2.66889,2.565712,2.859654,2.740563,3.230274,2.401297,2.921722,2.534135,2.895572,2.799201,2.7259,3.038367
D:\pump\id_04\normal\00000602.wav,id_04,0,normal,0.227235,2469.58,2142.57,5261.01,0.076873,0.234813,71.6,30.044567,55.312458,-0.999621,23.147953,13.794927,-2.661008,-10.901532,-0.091588,-9.117524,0.153888,11.308976,3.636365,-5.797901,4.789368,3.179489,2.806145,2.730556,3.132619,3.218343,2.389797,2.917613,2.490385,3.112601,3.602741,3.370045,2.945278
D:\pump\id_00\normal\00000760.wav,id_00,0,normal,0.143183,1669.57,1807.03,3516.55,0.041562,0.11057,166.0,-27.147745,103.546463,-5.940243,0.514338,-7.727523,3.266892,4.590275,6.350652,-0.885572,-5.105839,-5.896492,1.021934,2.626053,12.970295,10.036329,8.577259,7.690336,7.872684,6.118663,5.833095,5.896189,6.345107,5.705959,5.327198,5.693097,5.130943
D:\pump\id_04\normal\00000105.wav,id_04,0,normal,0.214939,2471.41,2171.97,5179.06,0.09157,0.218209,216.5,30.871599,53.606167,3.76362,27.201859,5.171747,1.428242,3.085449,4.504313,-8.703503,-0.772999,19.764395,6.773173,-11.375544,3.23678,2.810828,3.073615,2.85382,2.700135,2.499456,2.7619,2.804055,3.064626,3.119097,2.705811,2.692517,2.691087
D:\pump\id_02\normal\00000791.wav,id_02,0,normal,0.084083,1946.28,1896.46,4037.94,0.06507,0.150221,1489.0,-66.430359,85.486107,-14.868345,2.777239,1.704974,16.043306,6.754906,2.804886,4.092282,5.740488,1.213909,-5.374768,-4.97436,17.848412,11.57859,11.588155,7.944392,8.810642,7.789117,5.651412,6.057552,6.856247,5.46833,5.502696,5.363663,5.367102
D:\pump\id_06\normal\00000136.wav,id_06,0,normal,0.249642,1022.12,1410.13,1607.6,0.004405,0.063377,187.6,-58.188313,144.202682,13.671126,-2.49351,-5.921688,0.5445,-4.366062,-7.226645,-10.867104,-7.877533,-5.211133,-1.535414,2.865854,8.166193,6.319263,7.323833,6.738025,5.662728,5.565484,5.483125,5.816193,4.730546,4.503679,5.487445,5.057887,3.752194
D:\pump\id_06\abnormal\00000085.wav,id_06,1,abnormal,0.248855,1244.29,1547.98,2003.12,0.010598,0.090051,500.4,-15.422911,134.741959,1.028235,-18.287321,-10.213401,0.774581,-5.173457,-1.37466,1.769363,3.108268,-1.419251,-1.764018,6.890995,4.237026,3.677567,2.841155,2.858124,3.003851,2.545629,3.011767,2.811578,2.840426,3.439079,2.90222,2.930382,2.833625
D:\pump\id_06\normal\00000208.wav,id_06,0,normal,0.241327,1029.68,1399.7,1780.58,0.005676,0.062157,187.5,-47.475956,141.766571,7.098929,8.490509,-3.661566,8.850427,0.795654,-5.911293,-12.772153,-6.371973,0.451776,5.15094,0.078457,8.104191,6.660016,5.511437,4.620312,3.936652,4.731793,4.099411,4.079483,3.584975,3.260513,3.686707,3.278971,3.259523
D:\pump\id_04\abnormal\00000031.wav,id_04,1,abnormal,0.21247,2483.39,1866.81,4528.7,0.175325,0.253337,468.3,63.593433,51.026974,-26.401545,23.653612,-9.205525,1.332748,-9.301847,1.205265,2.968356,-0.351111,1.435696,1.248162,-1.748371,5.514405,4.071494,3.818509,4.402385,3.658133,3.568619,3.184549,3.904574,3.338488,3.034591,3.188498,2.991638,3.460292
D:\pump\id_06\normal\00000565.wav,id_06,0,normal,0.17221,1019.56,1343.1,2024.96,0.007854,0.0577,282.5,-62.324417,144.705688,-5.191826,26.391224,1.324248,13.592043,-1.698087,0.202748,-4.507987,-1.82954,-4.351182,-1.861257,-0.264892,12.997697,10.853965,7.641954,6.281762,7.197978,4.802272,3.723162,4.221779,4.522861,3.428475,3.379364,3.348941,3.532619
D:\pump\id_00\normal\00000822.wav,id_00,0,normal,0.082249,1863.24,1860.96,3869.11,0.067214,0.131179,167.2,-63.223854,91.368683,-13.19823,5.195701,-2.839852,6.638116,3.360953,2.038806,-3.749532,-3.677644,-2.605755,-0.295852,-0.905182,16.389997,10.176325,10.535924,7.546989,7.961411,6.492363,6.030755,6.341517,5.363349,5.841013,5.34048,5.417965,4.324986
D:\pump\id_06\normal\00000318.wav,id_06,0,normal,0.264943,896.57,1237.35,1673.15,0.003391,0.044635,187.9,-49.946411,153.426758,-0.49885,27.57049,-4.116411,9.503222,-7.618137,-1.443089,-6.229003,-0.236852,-5.146659,-2.00768,-0.322353,4.232273,4.693267,4.113536,3.637254,3.322707,3.228305,3.289432,3.114951,2.937422,2.980353,3.101078,2.861989,2.806453
D:\pump\id_06\normal\00000292.wav,id_06,0,normal,0.265071,1261.11,1640.81,2846.8,0.01121,0.050727,188.5,-18.426992,119.395767,9.814196,24.055643,-6.954126,5.528042,0.586229,5.163641,-0.272596,-5.589933,-4.944423,2.117802,0.069366,9.55078,6.428028,5.274196,3.814309,4.896132,4.05156,3.316346,2.900844,3.086818,3.289621,3.277245,3.456413,3.154788
D:\pump\id_06\normal\00000030.wav,id_06,0,normal,0.240075,925.49,1229.53,1579.45,0.004095,0.060447,188.9,-53.051579,155.248657,1.93314,17.814501,-11.042127,2.082137,-6.641056,-2.809374,-7.882231,-3.189328,-4.301687,1.269909,2.87966,7.173783,7.486692,5.970972,5.361367,5.32151,4.191514,4.128428,4.01939,3.851981,3.661875,3.772424,3.687492,3.324348
D:\pump\id_06\normal\00000143.wav,id_06,0,normal,0.26744,885.62,1208.19,1403.63,0.002935,0.059233,187.9,-61.094566,159.106323,4.308555,8.355147,-3.747313,11.918622,-0.502797,-8.182296,-14.673546,-6.784228,0.010658,4.697942,1.921788,11.981728,10.526178,6.78946,6.174919,5.305823,5.064021,5.298706,5.559188,4.798957,4.21253,4.181861,4.562746,3.687591
D:\pump\id_06\abnormal\00000077.wav,id_06,1,abnormal,0.235537,892.85,1125.13,1440.82,0.003382,0.066943,100.1,-47.584621,167.281616,-11.097023,6.533437,-10.185747,9.665363,-0.682296,-1.01161,-3.697891,7.772029,1.222021,6.553999,0.60469,3.192006,2.973809,2.436743,2.979108,2.819713,2.612277,2.527796,2.31435,2.504952,2.402959,2.517907,2.634437,2.493437
D:\pump\id_02\normal\00000212.wav,id_02,0,normal,0.125412,2189.93,1930.42,4300.44,0.120579,0.188662,47.6,-4.731427,70.067497,-15.541406,18.323545,0.523032,15.409615,3.407732,-2.540665,3.586051,1.716761,-2.003222,-0.660561,1.731336,16.793573,13.498827,7.756668,7.66072,6.981314,5.23647,5.865045,5.704429,5.51077,4.516868,3.722999,4.375057,4.096538
D:\pump\id_00\normal\00000055.wav,id_00,0,normal,0.126635,2083.48,1919.81,4272.71,0.097769,0.158748,166.0,-10.998585,77.791374,-16.703394,5.501997,-6.021553,4.757813,1.868837,0.370347,-4.987724,0.746416,0.865226,5.501412,3.256247,15.799051,10.515535,8.846834,8.302519,7.559235,7.923384,6.882624,6.37817,6.045134,5.858834,5.434079,5.138911,5.072483
D:\pump\id_02\normal\00000191.wav,id_02,0,normal,0.178452,1753.0,1839.25,3725.19,0.051362,0.128869,71.5,3.847742,94.082191,-9.821246,16.089506,5.679444,17.41045,4.177845,-1.938772,-0.967574,3.850245,0.696802,-3.263292,-0.135776,10.117085,9.238057,7.050635,6.820067,5.448128,5.923907,6.193106,5.673465,4.911792,4.837957,4.62849,4.462001,4.427474
D:\pump\id_04\abnormal\00000014.wav,id_04,1,abnormal,0.228461,2415.05,1951.49,4542.73,0.1438,0.22677,63.8,59.804386,53.017883,-15.056784,33.250832,4.261103,14.287517,-4.529693,-0.80388,3.470721,0.372117,6.564555,4.546791,-0.183576,4.01516,3.002674,3.185186,3.297222,2.962813,3.101063,3.351526,3.414506,2.991641,2.929345,2.906512,2.893619,2.847697
D:\pump\id_00\normal\00000532.wav,id_00,0,normal,0.153226,1489.43,1738.18,3247.9,0.027964,0.08607,42.4,-34.197369,112.125977,1.186289,13.316965,-6.418321,9.221755,7.691069,6.71232,-1.187822,-4.117649,-1.757358,0.497085,0.786638,13.935086,9.767291,7.516276,7.389707,6.882162,6.768573,6.627739,6.399682,6.154372,5.47233,5.718988,5.037003,4.641736
D:\pump\id_02\normal\00000270.wav,id_02,0,normal,0.189969,1707.4,1772.31,3481.16,0.032862,0.144502,1490.4,-5.664545,99.739922,-17.178253,-2.401547,2.914812,20.161814,7.874035,-2.831954,3.371875,0.738588,-0.357556,-3.595582,0.158688,9.904655,8.973838,6.616261,6.539136,5.467128,5.123943,4.999181,4.689793,4.727248,4.094814,4.189672,4.789079,4.086377
D:\pump\id_04\normal\00000442.wav,id_04,0,normal,0.231946,2532.16,2174.28,5281.05,0.109354,0.230793,71.8,46.898113,53.855869,1.896876,27.663139,8.681338,-5.197785,-7.690039,2.867511,-2.401783,-5.722904,12.958307,5.515331,-14.301395,3.275662,2.842732,2.747884,2.912198,2.817391,2.659974,2.635278,2.933125,2.562155,2.808447,2.709315,2.728698,2.813568
D:\pump\id_00\normal\00000517.wav,id_00,0,normal,0.146557,1569.22,1733.03,3298.77,0.038783,0.102935,165.9,-24.665462,109.50206,-6.633646,9.593215,-5.036403,7.019244,3.4891,5.007117,-1.588782,-4.215856,-1.895911,-0.319525,0.592004,16.901901,11.556235,10.862158,8.394529,7.372661,7.668238,5.942064,6.47567,5.810333,5.769266,5.592161,5.12791,4.72098
D:\pump\id_02\abnormal\00000015.wav,id_02,1,abnormal,0.22694,1536.5,1731.1,3191.29,0.030244,0.119989,71.6,14.792434,109.133385,-10.483651,6.132153,2.801266,17.643362,10.79277,-0.441973,1.553923,1.993289,-1.535738,-3.933516,-0.859503,5.227844,5.236879,3.795947,3.978556,3.018165,3.127891,3.065559,3.382241,3.092812,3.247848,3.182483,3.054496,2.995069
D:\pump\id_00\normal\00000263.wav,id_00,0,normal,0.168529,1875.61,1923.48,4087.61,0.072277,0.127209,165.3,8.35538,89.342804,-2.192224,16.382126,-0.534422,11.602142,2.595309,3.509223,-1.941924,-1.497597,-4.333905,-1.504272,-0.202448,14.216813,10.256057,8.986134,7.226909,6.391321,6.252337,6.072058,5.45065,5.493893,4.656211,5.116036,4.899703,5.048819
D:\pump\id_06\normal\00000321.wav,id_06,0,normal,0.253491,933.58,1287.95,1791.66,0.004155,0.046842,187.8,-47.86874,148.775497,1.387535,28.512558,-3.560371,9.87215,-6.656107,-1.136009,-5.569422,-0.855317,-4.247754,-1.457543,-1.031348,4.689967,4.197001,3.84807,3.633663,3.434916,3.108196,3.341721,3.247683,3.113279,3.027804,2.664455,2.719312,3.048505
D:\pump\id_04\normal\00000477.wav,id_04,0,normal,0.248764,2682.36,2138.63,5366.84,0.106854,0.238729,667.3,50.189178,44.722137,-5.024396,18.673742,-1.675062,-7.322273,-9.668468,3.222062,-2.573419,-4.512401,19.046604,14.74498,-8.979013,3.238955,2.735248,2.690261,3.10309,2.954527,2.641976,3.104706,2.649298,2.623483,2.57479,2.604805,2.652937,2.715296
D:\pump\id_02\normal\00000123.wav,id_02,0,normal,0.203007,1795.61,1881.09,3865.99,0.056681,0.129728,71.7,18.707644,92.18605,-6.625033,17.359324,4.989974,14.452457,2.472583,-0.157096,1.336003,2.861554,-0.087816,-4.03735,-0.232134,10.625876,9.925985,7.528834,7.104306,6.307072,6.829992,6.209408,5.543896,5.28719,4.793264,4.235575,4.306335,4.370647
D:\pump\id_04\normal\00000093.wav,id_04,0,normal,0.221342,2398.75,2147.37,5156.47,0.092136,0.196089,71.6,39.172977,59.48513,4.513923,24.664776,5.817184,2.659303,-11.820807,-1.778676,-5.445748,2.790327,6.135303,7.15574,-9.900998,3.684945,2.556699,2.793848,2.641807,2.875087,2.660484,2.594449,2.746411,2.590473,2.619773,2.638095,2.61264,2.258222
D:\pump\id_06\normal\00000702.wav,id_06,0,normal,0.279532,1149.08,1508.9,2517.55,0.006474,0.039348,188.7,-34.267838,127.97097,3.983788,22.651875,-9.755427,13.096003,-0.498332,1.449152,-2.80118,-3.712686,-3.617211,-0.284152,-4.618201,13.179737,10.316055,4.152675,3.848276,3.724257,3.083426,2.909897,2.938436,2.769185,2.836259,3.293919,2.642433,3.397874
D:\pump\id_04\abnormal\00000058.wav,id_04,1,abnormal,0.209328,2258.98,1885.32,4253.69,0.108956,0.216148,49.7,45.080757,65.67662,-12.610915,27.121389,-11.72838,5.789142,3.962069,-1.823588,-3.958864,-3.245869,-6.097326,11.816157,-0.501339,8.905837,5.633414,4.150321,4.301409,4.056642,3.799442,3.857688,3.886644,3.737311,5.364752,6.000196,6.361452,4.158678
D:\pump\id_04\normal\00000221.wav,id_04,0,normal,0.243868,2471.46,2098.84,5041.93,0.079116,0.218294,430.8,41.857899,55.111397,-7.222015,12.382087,-2.504253,-3.81717,-7.575496,8.04788,-4.095062,-4.02892,9.83345,-1.638488,-8.780581,3.322086,2.955176,2.666086,3.019128,2.653537,2.683253,2.508102,3.224317,2.755196,2.593769,2.507303,2.532768,2.662367
D:\pump\id_06\normal\00001010.wav,id_06,0,normal,0.257095,1170.11,1565.3,2189.25,0.008841,0.062873,188.5,-26.513535,132.97673,8.530187,2.152218,0.471634,6.677464,1.918187,-2.568153,-8.58002,-4.526363,0.600185,1.827109,-0.601018,10.072552,6.493107,6.921517,6.697234,6.536142,5.130767,5.395566,5.419748,4.887258,4.5451,4.470348,4.242613,4.373706
D:\pump\id_00\normal\00000342.wav,id_00,0,normal,0.153168,1810.2,1885.61,3918.16,0.064871,0.122824,165.8,-3.608249,92.529625,-2.542313,17.770205,-2.530056,8.958861,0.679155,2.294144,-0.684217,-1.679431,-4.465539,0.076501,-0.05352,13.124808,8.853732,8.1769,6.59111,7.045818,5.426353,5.541675,5.387783,4.860878,4.675222,4.753956,4.092113,4.536732
D:\pump\id_04\normal\00000318.wav,id_04,0,normal,0.272265,2612.27,2109.24,5238.64,0.056605,0.269439,2311.1,31.882956,48.396244,-1.441202,29.443737,8.75169,-7.365411,-7.311133,8.95129,-3.556782,-2.216088,14.375153,-0.004379,-14.22724,2.779502,2.983333,2.955294,2.883433,2.702149,2.779958,2.477484,2.548418,2.630894,2.675255,2.363021,2.622467,2.268356
D:\pump\id_00\abnormal\00000140.wav,id_00,1,abnormal,0.17654,2177.95,1719.62,3800.17,0.065302,0.229264,499.4,6.680478,71.429214,-14.247286,39.441986,-17.965397,-10.433352,17.524153,15.259942,-15.151291,6.033197,4.843558,-10.398182,9.07325,15.341671,12.180915,4.852707,7.207901,4.901456,4.739133,5.065324,6.762944,5.977911,6.696148,6.210657,6.156407,5.575109
D:\pump\id_06\normal\00001023.wav,id_06,0,normal,0.245772,1134.75,1460.06,2317.39,0.009818,0.060683,188.2,-22.566103,135.269043,-1.472076,20.430714,-3.743129,9.090685,-0.239244,0.578427,-4.607932,-1.832889,-3.820199,-0.970885,-1.73953,11.44659,10.152003,7.5286,6.201445,6.332312,5.58332,5.5789,4.869373,4.344842,4.428776,4.4209,3.887913,4.617892
D:\pump\id_06\abnormal\00000032.wav,id_06,1,abnormal,0.226596,1066.9,1226.36,1854.16,0.007983,0.078432,286.9,-20.00334,152.69252,-19.595768,8.369125,-13.704382,5.169565,-6.423121,-2.564325,-11.113356,-1.690805,-5.917661,2.415153,3.809679,9.789952,3.402566,3.637609,3.414368,3.446211,3.284895,2.813132,2.785431,3.086742,2.983048,2.841555,2.533165,2.848125
D:\pump\id_06\normal\00000584.wav,id_06,0,normal,0.206788,954.48,1383.98,1812.05,0.00581,0.052294,282.4,-60.770054,144.997162,8.49986,21.956316,3.231369,13.907557,6.161539,0.371689,-1.186577,-1.472098,-5.184139,-3.438538,0.239114,9.925804,8.855263,6.256983,6.051552,5.433,4.434332,4.935537,4.591697,4.499496,3.858626,3.830518,3.990355,4.187423
